2025-08-15 16:23:04 | INFO | Proposaland monitoring system started
2025-08-15 16:23:04 | INFO | Initializing scrapers for all target websites
2025-08-15 16:23:04 | INFO | Initialized scraper for Devex
2025-08-15 16:23:04 | INFO | Initialized scraper for UNDP Procurement
2025-08-15 16:23:04 | INFO | Initialized scraper for UN Global Marketplace
2025-08-15 16:23:04 | INFO | Initialized scraper for Global Fund
2025-08-15 16:23:04 | INFO | Initialized scraper for Development Aid
2025-08-15 16:23:04 | INFO | Initialized scraper for ReliefWeb
2025-08-15 16:23:04 | INFO | Initialized scraper for Save the Children
2025-08-15 16:23:04 | INFO | Initialized scraper for Mercy Corps
2025-08-15 16:23:04 | INFO | Initialized scraper for IRC
2025-08-15 16:23:04 | INFO | Initialized scraper for Plan International
2025-08-15 16:23:04 | WARNING | IUCN scraper temporarily disabled due to BeautifulSoup errors
2025-08-15 16:23:04 | INFO | Initialized scraper for World Bank
2025-08-15 16:23:04 | INFO | Initialized scraper for NRC
2025-08-15 16:23:04 | INFO | Initialized scraper for DRC
2025-08-15 16:23:04 | INFO | Initialized scraper for AfDB
2025-08-15 16:23:04 | INFO | Initialized scraper for GGGI
2025-08-15 16:23:04 | INFO | Initialized scraper for ACTED
2025-08-15 16:23:04 | WARNING | ADB scraper temporarily disabled due to BeautifulSoup errors
2025-08-15 16:23:04 | INFO | Initialized scraper for BirdLife
2025-08-15 16:23:04 | INFO | Initialized scraper for Heifer
2025-08-15 16:23:04 | INFO | Initialized scraper for DNDi
2025-08-15 16:23:04 | INFO | Initialized scraper for IPU
2025-08-15 16:23:04 | INFO | Initialized scraper for IDC
2025-08-15 16:23:04 | INFO | Starting Proposaland scheduler - daily execution at 09:00
2025-08-15 16:24:11 | INFO | Proposaland monitoring system started
2025-08-15 16:24:11 | INFO | Initializing scrapers for all target websites
2025-08-15 16:24:11 | INFO | Initialized scraper for Devex
2025-08-15 16:24:11 | INFO | Initialized scraper for UNDP Procurement
2025-08-15 16:24:11 | INFO | Initialized scraper for UN Global Marketplace
2025-08-15 16:24:11 | INFO | Initialized scraper for Global Fund
2025-08-15 16:24:11 | INFO | Initialized scraper for Development Aid
2025-08-15 16:24:11 | INFO | Initialized scraper for ReliefWeb
2025-08-15 16:24:11 | INFO | Initialized scraper for Save the Children
2025-08-15 16:24:11 | INFO | Initialized scraper for Mercy Corps
2025-08-15 16:24:11 | INFO | Initialized scraper for IRC
2025-08-15 16:24:11 | INFO | Initialized scraper for Plan International
2025-08-15 16:24:11 | WARNING | IUCN scraper temporarily disabled due to BeautifulSoup errors
2025-08-15 16:24:11 | INFO | Initialized scraper for World Bank
2025-08-15 16:24:11 | INFO | Initialized scraper for NRC
2025-08-15 16:24:11 | INFO | Initialized scraper for DRC
2025-08-15 16:24:11 | INFO | Initialized scraper for AfDB
2025-08-15 16:24:11 | INFO | Initialized scraper for GGGI
2025-08-15 16:24:11 | INFO | Initialized scraper for ACTED
2025-08-15 16:24:11 | INFO | Initialized scraper for ADB
2025-08-15 16:24:11 | INFO | Initialized scraper for BirdLife
2025-08-15 16:24:11 | INFO | Initialized scraper for Heifer
2025-08-15 16:24:11 | INFO | Initialized scraper for DNDi
2025-08-15 16:24:11 | INFO | Initialized scraper for IPU
2025-08-15 16:24:11 | INFO | Initialized scraper for IDC
2025-08-15 16:24:11 | INFO | Starting Proposaland scheduler - daily execution at 09:00
2025-08-15 16:26:51 | INFO | Proposaland monitoring system started
2025-08-15 16:26:51 | INFO | Initializing scrapers for all target websites
2025-08-15 16:26:51 | INFO | Initialized scraper for Devex
2025-08-15 16:26:51 | INFO | Initialized scraper for UNDP Procurement
2025-08-15 16:26:51 | INFO | Initialized scraper for UN Global Marketplace
2025-08-15 16:26:51 | INFO | Initialized scraper for Global Fund
2025-08-15 16:26:51 | INFO | Initialized scraper for Development Aid
2025-08-15 16:26:51 | INFO | Initialized scraper for ReliefWeb
2025-08-15 16:26:51 | INFO | Initialized scraper for Save the Children
2025-08-15 16:26:51 | INFO | Initialized scraper for Mercy Corps
2025-08-15 16:26:51 | INFO | Initialized scraper for IRC
2025-08-15 16:26:51 | INFO | Initialized scraper for Plan International
2025-08-15 16:26:51 | INFO | Initialized scraper for IUCN
2025-08-15 16:26:51 | INFO | Initialized scraper for World Bank
2025-08-15 16:26:51 | INFO | Initialized scraper for NRC
2025-08-15 16:26:51 | INFO | Initialized scraper for DRC
2025-08-15 16:26:51 | INFO | Initialized scraper for AfDB
2025-08-15 16:26:51 | INFO | Initialized scraper for GGGI
2025-08-15 16:26:51 | INFO | Initialized scraper for ACTED
2025-08-15 16:26:51 | INFO | Initialized scraper for ADB
2025-08-15 16:26:51 | INFO | Initialized scraper for BirdLife
2025-08-15 16:26:51 | INFO | Initialized scraper for Heifer
2025-08-15 16:26:51 | INFO | Initialized scraper for DNDi
2025-08-15 16:26:51 | INFO | Initialized scraper for IPU
2025-08-15 16:26:51 | INFO | Initialized scraper for IDC
2025-08-15 16:26:51 | INFO | Starting opportunity monitoring process
2025-08-15 16:26:51 | INFO | Running scraper for Devex
2025-08-15 16:26:51 | INFO | Fetching https://www.devex.com/funding/r (attempt 1)
2025-08-15 16:26:52 | INFO | Fetching https://www.devex.com/news (attempt 1)
2025-08-15 16:26:52 | INFO | Found 0 relevant opportunities from Devex
2025-08-15 16:26:52 | INFO | Found 0 opportunities from Devex
2025-08-15 16:26:52 | INFO | Running scraper for UNDP Procurement
2025-08-15 16:26:52 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?title=video&from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:26:54 | INFO | Found 965 opportunities for keyword 'video'
2025-08-15 16:26:54 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?title=photo&from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:26:55 | INFO | Found 965 opportunities for keyword 'photo'
2025-08-15 16:26:55 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?title=film&from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:26:56 | INFO | Found 965 opportunities for keyword 'film'
2025-08-15 16:26:56 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?title=multimedia&from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:26:57 | INFO | Found 965 opportunities for keyword 'multimedia'
2025-08-15 16:26:57 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?title=design&from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:26:59 | INFO | Found 965 opportunities for keyword 'design'
2025-08-15 16:26:59 | INFO | Fetching https://procurement-notices.undp.org/search.cfm?from_date=16%2F07%2F2025&to_date=15%2F08%2F2026 (attempt 1)
2025-08-15 16:27:00 | INFO | Found 965 recent opportunities from UNDP
2025-08-15 16:27:00 | INFO | Found 79 relevant opportunities from UNDP
2025-08-15 16:27:00 | INFO | Found 79 opportunities from UNDP Procurement
2025-08-15 16:27:00 | INFO | Running scraper for UN Global Marketplace
2025-08-15 16:27:00 | INFO | Fetching https://www.ungm.org/Public/Notice (attempt 1)
2025-08-15 16:27:01 | INFO | Found 0 opportunities from UN Global Marketplace
2025-08-15 16:27:01 | INFO | Running scraper for Global Fund
2025-08-15 16:27:01 | INFO | Fetching https://www.theglobalfund.org/en/business-opportunities/ (attempt 1)
2025-08-15 16:27:03 | INFO | Fetching https://fa-enmo-saasfaprod1.fa.ocs.oraclecloud.com/fscmUI/faces/NegotiationAbstracts?prcBuId=300000003071579&_adf.ctrl-state=dr9zqv7ou_1&_afrLoop=9450745077996282&_afrWindowMode=0&_afrWindowId=null&_afrFS=16&_afrMT=screen&_afrMFW=2560&_afrMFH=1287&_afrMFDW=2560&_afrMFDH=1440&_afrMFC=8&_afrMFCI=0&_afrMFM=0&_afrMFR=96&_afrMFG=0&_afrMFS=0&_afrMFO=0 (attempt 1)
2025-08-15 16:27:08 | INFO | Found 0 opportunities from Global Fund
2025-08-15 16:27:08 | INFO | Running scraper for Development Aid
2025-08-15 16:27:08 | INFO | Fetching https://www.developmentaid.org/tenders/search?q=multimedia OR video OR photo OR film OR design OR visual OR campaign OR communication OR media OR animation OR graphic OR documentation OR training OR capacity building OR outreach&sort=modified_date&order=desc (attempt 1)
2025-08-15 16:27:11 | INFO | Fetching https://www.developmentaid.org/tenders/search?q=multimedia OR video OR photo OR film OR design OR visual OR campaign OR communication OR media OR animation OR graphic OR documentation OR training OR capacity building OR outreach&sort=modified_date&order=desc&page=2 (attempt 1)
2025-08-15 16:27:13 | INFO | Fetching https://www.developmentaid.org/tenders/search?q=multimedia OR video OR photo OR film OR design OR visual OR campaign OR communication OR media OR animation OR graphic OR documentation OR training OR capacity building OR outreach&sort=modified_date&order=desc&page=3 (attempt 1)
2025-08-15 16:27:15 | INFO | Fetching https://www.developmentaid.org/tenders/search?q=multimedia OR video OR photo OR film OR design OR visual OR campaign OR communication OR media OR animation OR graphic OR documentation OR training OR capacity building OR outreach&sort=modified_date&order=desc&page=4 (attempt 1)
2025-08-15 16:27:17 | INFO | Fetching https://www.developmentaid.org/tenders/search?q=multimedia OR video OR photo OR film OR design OR visual OR campaign OR communication OR media OR animation OR graphic OR documentation OR training OR capacity building OR outreach&sort=modified_date&order=desc&page=5 (attempt 1)
2025-08-15 16:27:19 | INFO | Found 0 opportunities from Development Aid
2025-08-15 16:27:19 | INFO | Running scraper for ReliefWeb
2025-08-15 16:27:19 | INFO | Fetching https://reliefweb.int/jobs?type=264#content (attempt 1)
2025-08-15 16:27:20 | INFO | Found 0 opportunities from ReliefWeb
2025-08-15 16:27:20 | INFO | Running scraper for Save the Children
2025-08-15 16:27:20 | INFO | Fetching https://www.savethechildren.net/about-us/our-suppliers/tenders (attempt 1)
2025-08-15 16:27:21 | INFO | Found 1 opportunities from Save the Children
2025-08-15 16:27:21 | INFO | Running scraper for Mercy Corps
2025-08-15 16:27:21 | INFO | Fetching https://www.mercycorps.org/tenders (attempt 1)
2025-08-15 16:27:24 | INFO | Found 1 opportunities from Mercy Corps
2025-08-15 16:27:24 | INFO | Running scraper for IRC
2025-08-15 16:27:24 | INFO | Fetching https://www.rescue.org/procurement-policies-and-bid-opportunities (attempt 1)
2025-08-15 16:27:25 | INFO | Found 1 opportunities from IRC
2025-08-15 16:27:25 | INFO | Running scraper for Plan International
2025-08-15 16:27:25 | INFO | Fetching https://plan-international.org/calls-tender/ (attempt 1)
2025-08-15 16:27:27 | INFO | Found 1 opportunities from Plan International
2025-08-15 16:27:27 | INFO | Running scraper for IUCN
2025-08-15 16:27:27 | INFO | Fetching https://iucn.org/procurement/currently-running-tenders (attempt 1)
2025-08-15 16:27:27 | INFO | Found 17 opportunities from IUCN
2025-08-15 16:27:27 | INFO | Running scraper for World Bank
2025-08-15 16:27:27 | INFO | Fetching https://projects.worldbank.org/en/projects-operations/procurement?srce=both (attempt 1)
2025-08-15 16:27:27 | INFO | Found 0 opportunities from World Bank
2025-08-15 16:27:27 | INFO | Running scraper for NRC
2025-08-15 16:27:27 | INFO | Fetching https://www.nrc.no/procurement/ (attempt 1)
2025-08-15 16:27:28 | INFO | Found 1 opportunities from NRC
2025-08-15 16:27:28 | INFO | Running scraper for DRC
2025-08-15 16:27:28 | INFO | Fetching https://pro.drc.ngo/resources/tenders/ (attempt 1)
2025-08-15 16:27:30 | INFO | Found 1 opportunities from DRC
2025-08-15 16:27:30 | INFO | Running scraper for AfDB
2025-08-15 16:27:30 | INFO | Fetching https://www.afdb.org/en/about-us/corporate-procurement/procurement-notices/current-solicitations (attempt 1)
2025-08-15 16:27:30 | INFO | Found 1 opportunities from AfDB
2025-08-15 16:27:30 | INFO | Running scraper for GGGI
